content,category,cluster,content_for_labeling,topic_label
terdapat balok kayu didalam got yg dapat menghambat laju air got dan membuat sampah2 tersangkut butuh segera ditindaklanjuti karena dapat menghambat air sehingga terjadi banjir,Sampah ,3,balok kayu dalam got hambat laju air got sampah sangkut butuh ditindaklanjuti hambat air banjir,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"tercium bau sampah yang sangat menyengat yg berasal dari rdf rorotan. sejak ada rdf kualitas udara di rorotan, jgc, metland, dan harapan indah menjadi sangat buruk. bukan saja bau sampah, tapi bau asap dan bahan kimia lainnya. mohon ditutup rdf ini karena pembuatannya pun tidak ada sosialisasi dan melibatkan kerjasama dengan warga. hanya menimbulkan bahaya bagi warga sekitar.",Pencemaran Lingkungan ,5,cium bau sampah sengat asal rdf rorotan rdf kualitas udara rorotan jgc metland harap indah buruk bau sampah bau asap bahan kimia mohon tutup rdf buat sosialisasi libat kerjasama warga timbul bahaya warga,"['bakar', 'warga', 'sampah', 'ganggu', 'tindak']"
"peningkatan volume kendaraan yg antri utk masuk dikarenakan terbatasnya area drop off serta sistem gate otomatis yg terbatas, segera tindak lanjuti masalah,masalah ini sdh lama terjadi namun tidak ada upaya mencari solusinya.. butuh segera ditindaklanjuti karena menyebabkan kemacetan dan kesemrawutan arus lalu lintas khusunya di jam2 sibuk pergi dan pulang kantor",Arus Lalu Lintas,10,tingkat volume kendara antri masuk batas area drop off sistem gate otomatis batas tindak lanjut upaya cari solusi butuh ditindaklanjuti sebab macet semrawut arus lintas khusunya jam sibuk pergi pulang kantor,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
warung nya minta tolong di geser pak satpol audah bagus taman nya segera tindak lanjuti masalah...butuh segera ditindaklanjuti karena...,Gangguan dan Kebisingan  ,20,warung tolong geser satpol audah bagus taman tindak lanjut butuh ditindaklanjuti,"['tindak', 'butuh', 'ditindaklanjuti', 'langgar', 'jalan']"
hingga kini belum juga dipangkas juntai turun hingga halangi kendaraan,Pohon,16,pangkas juntai turun halang kendara,"['pohon', 'terang', 'jalan', 'pangkas', 'bungkus']"
spanduk liar spanduk liar di tiang sepanjang kiwi - pkp,Reklame/Spanduk ,90,spanduk liar spanduk liar tiang kiwi pkp,"['spanduk', 'liar', 'tiang', 'zoss', 'isyarat']"
"banyak sampah segera tindak lanjuti masalah masalah ini terjadi saat ini, butuh segera ditindaklanjuti karena kotor dan tidak bersih",Sampah ,3,sampah tindak lanjut butuh ditindaklanjuti kotor bersih,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
penumpang belanja parkirliarke depan rumah depan toko kosong,Perizinan ,25,tumpang belanja parkirliarke rumah toko kosong,"['belanja', 'rumah', 'parkir', 'blokir', 'liar']"
"pondok labu pusatnya pkl liar,parkir liar dan premanisme,sudah berkali-kali lapor namun hasilnya tetap saja 0(nol),pkl liar,parkir liar,dan aksi premanisme masih marak dan di biarkan oleh petugas berseragam,bahkan mungkin ada pungli ke oknum_oknum dinas terkait yang menangani masalah ini,semoga pesan ini sampai ke gubernur dan wakil gubernur terpilih sekarang,karena pkl liar ini banyak menyumbang sampah dan mengganggu ketertiban umum.",PKL Liar,10,pondok labu pusat liar parkir liar preman kali kali lapor hasil nol liar parkir liar aksi preman marak biar tugas seragam pungli oknum oknum dinas kait tangan moga pesan gubernur wakil gubernur pilih liar sumbang sampah ganggu tertib,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
pju stang miring mau jatoh dan mati binamarga segera tl,Jalan,4,terang jalan umum stang miring jatoh mati binamarga tolong,"['tolong', 'rusak', 'jalan', 'lampu', 'tiang']"
"polusi mata, kalo mau copot membahayakan warga there is a violation",Sampah ,5,polusi mata kalo copot bahaya warga there is a violation,"['bakar', 'warga', 'sampah', 'ganggu', 'tindak']"
pohon miring harap dipangkas agarbtidak membahayakan,Pohon,4,pohon miring harap pangkas agarbtidak bahaya,"['tolong', 'rusak', 'jalan', 'lampu', 'tiang']"
"butuh segera ditindaklanjuti karena manhole disini bolong, tolong dieprbaiki",Jalan,11,butuh ditindaklanjuti manhole bolong tolong dieprbaiki,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
pohon di pinggir jalan masuk ke pekarangan. minta tolong agar ditindak lanjuti. follow up on this issue,Pohon,6,pohon pinggir jalan masuk pekarang tolong tindak lanjut follow up on this issue,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
"parkir liar mobil ditengah badan menuntup setengah badan jalan, dan menganggu akses jalan umum setiap hari selama bertahun-tahun pelanggaran perda lalu lintas yg dibiarkan oleh aparat kelurahan cawang!!!!!",Parkir Liar,23,parkir liar mobil tengah badan menuntup badan jalan menganggu akses jalan tahun langgar perda lintas biar aparat lurah cawang,"['cawang', 'liar', 'biar', 'jalan', 'lurah']"
"butuh segera ditindaklanjuti karena, apabila hujan menyebabkan banjir, dan ditutup gotnya , karena banyak anak2 suka buang sampah sembarangan",Sampah ,3,butuh ditindaklanjuti hujan sebab banjir tutup got anak suka buang sampah sembarang,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
gerobak parkir menetap di badan jalan segera tindak lanjuti masalah,Parkir Liar,3,gerobak parkir tetap badan jalan tindak lanjut,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
tolong di cabut²in bendera ormas sampah fbr di sepanjang psr.cidodol dn jl.cidodol di cabut sampah mau lebaran segera tindak lanjuti masalah,Gangguan dan Kebisingan  ,10,tolong cabut in bendera ormas sampah fbr psr cidodol dn jalan cidodol cabut sampah lebaran tindak lanjut,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"pondok labu pusatnya pkl liar,parkir liar dan premanisme,sudah berkali-kali lapor namun hasilnya tetap saja 0(nol),pkl liar,parkir liar,dan aksi premanisme masih marak dan di biarkan oleh petugas berseragam,bahkan mungkin ada pungli ke oknum_oknum dinas terkait yang menangani masalah ini,semoga pesan ini sampai ke gubernur dan wakil gubernur terpilih sekarang,karena pkl liar ini banyak menyumbang sampah dan mengganggu ketertiban umum",PKL Liar,10,pondok labu pusat liar parkir liar preman kali kali lapor hasil nol liar parkir liar aksi preman marak biar tugas seragam pungli oknum oknum dinas kait tangan moga pesan gubernur wakil gubernur pilih liar sumbang sampah ganggu tertib,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena,Pohon,20,butuh ditindaklanjuti butuh ditindaklanjuti,"['tindak', 'butuh', 'ditindaklanjuti', 'langgar', 'jalan']"
"jalanan rusak, bolong, membahayakan penguna jalan yang lewat",Jalan,1,jalan rusak bolong bahaya penguna jalan,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
parkir liar bajaj berderet depan stasiun cikini dan ubk sangat mengganggu arus lalu lintas jalan.,Parkir Liar,10,parkir liar bajaj deret stasiun cikini ubk ganggu arus lintas jalan,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
dekat rt07 mohon sampah ceceran yg sudha mojok.dpt diangkut. tuhan beserta anda demi anti banjir dan uu lingkungan hidup,Sampah ,14,mohon sampah cecer sudha mojok angkut tuhan serta anti banjir uu lingkung hidup,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"tolong di tanamkan tanaman agar lebih terlihat rapih dan hijau, dan tertata",Pohon,3,tolong tanam tanam rapih hijau tata,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
8 pju dijalanan ini mati sudah berbulan bulan dibiarkan,Jalan,11,terang jalan umum jalan mati bulan biar,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
mohon bantuannya di lantai 3 parkiran ragunan gelap karena lampu mati,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,mohon bantu lantai parkir ragunan gelap lampu mati,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
pak lurah kb pala dan satpol pp.. mobil perak ini parkir illegal di pinggir jalan. tlg diderek dan pindahkan ke pool satpol pp... ini sangat menggangu lantas di arafat dan rt 13... tlg di derek dan pindahkan pak.terima kasih,Parkir Liar,10,lurah kb pala satpol pp mobil perak parkir illegal pinggir jalan tolong derek pindah pool satpol pp menggangu lantas arafat tolong derek pindah terima kasih,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"karaoke dari jam 11 malam sampai jam 3 pagi saya perjelas, pkl liar karaoke dengan pengeras suara dari jam 11 malam sampai jam 3 pagi. pinter dikit, kejadian malam, ngapain juga siang2 di cari? ini laporan ke 14. yg bener kl kerja bosssssss!! itu pedagang liar, berjualan di daerah yg di larang jualan, masa udah 2 tahun lebih masih beroperasi. pake pengeras suara pula. urusan pelanggaran hukum kaya gini aja 2 tahun ga kelar2!! bubarkan dan larang berjualan lagi!",Gangguan dan Kebisingan  ,5,karaoke jam malam jam pagi jelas liar karaoke keras suara jam malam jam pagi pinter dikit jadi malam siang cari lapor kl kerja bos dagang liar jual daerah larang jual udah operasi pake keras suara urus langgar hukum kaya gin kelar bubar larang jual,"['bakar', 'warga', 'sampah', 'ganggu', 'tindak']"
20 pju mati depan kfc hingga uob dinas binamarga tidur semua,Jalan,11,terang jalan umum mati kfc uob dinas binamarga tidur,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"hari ini 17 maret 2025. laporan ke-3 saya tentang bau sampah di shinano, jakarta garden city. laporan pertama saya sudah dinyatakan selesai????!?!?!?!?!? dari mana selesainya?!?!?!?! hari ini masih sangat bau menyengat seperti tai bahkan sampai masuk ke dalam rumah!!!! apakah jaki hanya formalitas? menjalankan laporan saja tanpa benar2 ada solusi? tolong berikan bukti nyata. coba kalian tinggal di shinano 1 bulan dan rasakan sendiri kondisi di lingkungan ini sebagai bagian dari survey dan identifikasi serta penyelasaian masalah. saya tunggu solusinya bukan hanya formalitas di sini!!!!!!!!!!!",Pencemaran Lingkungan ,0,maret lapor bau sampah shinano jakarta garden city lapor nyata selesai selesai bau sengat tai masuk rumah jaki formalitas jalan lapor solusi tolong bukti nyata coba tinggal shinano rasa kondisi lingkung survey identifikasi penyelasaian tunggu solusi formalitas,"['lapor', 'ulang', 'tolong', 'langgar', 'selesai']"
"butuh segera ditindaklanjuti karena kanopi rusun lepas dan menimbulkan suara berisik klau kena angin,tolong segera perbaiki",Perizinan ,1,butuh ditindaklanjuti kanopi rusun lepas timbul suara berisik klau kena angin tolong baik,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"atap jpo di halte transjakarta grogol reformasi berlubang. butuh segera ditindaklanjuti karena bila hujan, air membasahi jpo",Jalan,17,atap jpo halte transjakarta grogol reformasi lubang butuh ditindaklanjuti hujan air basah jpo,"['bus', 'stop', 'jak', 'rute', 'tumpang']"
"pembangunan toko didekat jalan raya dimana tangga toko yg lagi membangun menutup hampir semua conblik saluran air. wewena g satpol sial pembangunan menutup atau diatas saluran air bukan kartu kuning tapi batas waktu ditulis , jam, hari,tanggal dibongkar . terimakasih",Gangguan dan Kebisingan  ,26,bangun toko dekat jalan raya mana tangga toko bangun tutup conblik salur air wewena g satpol sial bangun tutup atas salur air kartu kuning batas tulis jam tanggal bongkar terimakasih,"['unjuk', 'bangun', 'ijin', 'lurah', 'duga']"
trotoar ambles mengakibatkan pejalan kaki tidak nyaman berjalan,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",1,trotoar ambles akibat pejal kaki nyaman jalan,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"lampu jalan di sebrang klenteng,jembatan teluk intan mohon bantu cek dan tindak lanjut terimakasih","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,lampu jalan sebrang klenteng jembatan teluk intan mohon bantu cek tindak terimakasih,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
banner sumbangan komersil liar tanpa ijin dipasang di pagar separator jalur busway di tengah2 jalan umum. banner2 seperti ini biasanya menjamur saat menjelang hari raya atau dengan alasan berbagai macam wakaf atau jika ada musibah (saat ini banjir) atau konflik negara lain yg bisa mereka kaitkan dengan agama. hasil dari sumbangan liar ini jg biasanya hanya kurang dari 10% yg benar2 disumbang dan biasanya sengaja untuk dipublikasikan. 90%+ biasanya digunakan untuk menumpuk kekayaan pribadi atau menambah aset perusahaan. biasanya mereka rela untuk mencetak jutaan banner liar seharga miliaran untuk disebar di seluruh titik kota dan ini semua tanpa ijin atau liar. ini adalah murni bisnis tanpa pajak yg dilakukan oleh orang2 yg tidak bertanggung jawab. tolong ditertibkan sesuai peraturan yg berlaku.,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",43,banner sumbang komersil liar ijin pasang pagar separator jalur busway jalan banner jamur jelang raya alas wakaf musibah banjir konflik negara kait agama hasil sumbang liar jg sumbang sengaja publikasi tumpuk kaya pribadi tambah aset usaha rela cetak juta banner liar harga miliar sebar titik kota ijin liar murni bisnis pajak orang tanggung tolong tertib sesuai atur laku,"['sumbang', 'banner', 'liar', 'ijin', 'miliar']"
tambal dan perbaiki semua lubang jangan malas binamarga,Jalan,1,tambal baik lubang malas binamarga,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
tolong dong tertibkan banyak motor parkir sembarangan dan susah buat aksesnya masuk menggunakan mobil,Parkir Liar,10,tolong tertib motor parkir sembarang susah akses masuk mobil,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
trotoar bolong benahi segera.,Trotoar,1,trotoar bolong benah,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
spanduk liar spanduk liar poli-tikus sampah di pagar tol,Reklame/Spanduk ,36,spanduk liar spanduk liar pol tikus sampah pagar tol,"['liar', 'spanduk', 'rokok', 'iklan', 'baliho']"
pohon halangi pencahayaan lampu pju sepanjang jalan ini suram dan gelap. tolong segera di tl,Pohon,16,pohon halang cahaya lampu terang jalan umum jalan suram gelap tolong tolong,"['pohon', 'terang', 'jalan', 'pangkas', 'bungkus']"
"tukang parkir kurus baju biru selalu menggiring truk utk parkir depan toko. padahal sebrang sepi , dan ekspedisi nya 40 meter dr situ. tolong agar ditegur ,karna suda dibilangin masi tetap bandel.",Parkir Liar,10,tukang parkir kurus baju biru giring truk parkir toko sebrang sepi ekspedisi meter situ tolong tegur karna suda dibilangin mas bandel,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"pohon mangga dan pohon salam sudah berusia tua, tinggi dan lebat, dikhawatirkan roboh. dan setiap hari sampah daunnya berguguran juga banyak. sudah ada kesepakatan dengan warga dan pak rw 03 untuk ditebang saja 2 pohon ini. karena pohonnya besar dan tinggi. mohon bantuan dinas terkait jakarta untuk menebangnya. terima kasih.",Pohon,6,pohon mangga pohon salam usia tua lebat khawatir roboh sampah daun gugur sepakat warga tebang pohon pohon mohon bantu dinas kait jakarta tebang terima kasih,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
lampu jalan mati dekat erek2an perahu/pohon pisang lokasi sesuai foto terimakasih,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,lampu jalan mati erek an perahu pohon pisang lokasi sesuai foto terimakasih,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
sering bakar sampah. asap nya mengganggu dan bikin polusi udara. udara di jakarta sudah sangat kotor. tolong di tindak,Sampah ,5,bakar sampah asap ganggu bikin polusi udara udara jakarta kotor tolong tindak,"['bakar', 'warga', 'sampah', 'ganggu', 'tindak']"
lampu jalan mati lokasi sesuai foto mohon bantu cek dan tindak lanjut terimakasih,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,lampu jalan mati lokasi sesuai foto mohon bantu cek tindak terimakasih,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
dekat futsal mohon ada semacam busa berlapis kulit panjang dan tanaman liar menutup saluran air. mohon terimakasih,Sampah ,14,futsal mohon busa lap kulit tanam liar tutup salur air mohon terimakasih,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"sampah banyak gak beres, beelarut larut maaf tidak ada jangka waktu. terimakasih baik yg diatas sal air dna ruang milik jalan",Sampah ,26,sampah beres beelarut larut maaf jangka terimakasih atas sal air ruang milik jalan,"['unjuk', 'bangun', 'ijin', 'lurah', 'duga']"
banner sumbangan komersil liar tanpa ijin dipasang di pohon2 di tengah2 taman separator jalan di tengah jalan umum. titik ini sangat sering menjadi tempat pemasangan banner2 liar dan sudah beberapa kali dilaporkan dan ditindak lanjuti tetapi terus dipasang kembali. banner2 seperti ini biasanya menjamur saat menjelang hari raya atau dengan alasan berbagai macam wakaf atau jika ada musibah (saat ini banjir) atau konflik negara lain yg bisa mereka kaitkan dengan agama. hasil dari sumbangan liar ini jg biasanya hanya kurang dari 10% yg benar2 disumbang dan biasanya sengaja untuk dipublikasikan. 90%+ biasanya digunakan untuk menumpuk kekayaan pribadi atau menambah aset perusahaan. biasanya mereka rela untuk mencetak jutaan banner liar seharga miliaran untuk disebar di seluruh titik kota dan ini semua tanpa ijin atau liar. ini adalah murni bisnis tanpa pajak yg dilakukan oleh orang2 yg tidak bertanggung jawab. tolong ditertibkan sesuai peraturan yg berlaku.,Gangguan dan Kebisingan  ,43,banner sumbang komersil liar ijin pasang pohon taman separator jalan jalan titik pasang banner liar kali lapor tindak lanjut pasang banner jamur jelang raya alas wakaf musibah banjir konflik negara kait agama hasil sumbang liar jg sumbang sengaja publikasi tumpuk kaya pribadi tambah aset usaha rela cetak juta banner liar harga miliar sebar titik kota ijin liar murni bisnis pajak orang tanggung tolong tertib sesuai atur laku,"['sumbang', 'banner', 'liar', 'ijin', 'miliar']"
rumput dan semak semak di pagar sudah tingi tolong di bersihkan mohon ini aset pemda di rawat dengan baik terimakasih butuh segera ditindaklanjuti karena,Sampah ,3,rumput semak semak pagar tingi tolong sih mohon aset pemda rawat terimakasih butuh ditindaklanjuti,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
butuh segera ditindaklanjuti karena pohon mengganggu keluaran sinyal pada perangkat yang ada di tiang atas dan mengenai kabel optik dan kabel power dan cctv di tiang telkomsel.,Pohon,6,butuh ditindaklanjuti pohon ganggu keluar sinyal perangkat tiang kabel optik kabel power cctv tiang telkomsel,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
"proyek sembrono !, membangun gedung tinggi tanpa jaring pengaman yang memadai, sementara dibawahnya adalah pemukiman warga dan ruang publik terbuka ramah anak (rptra) seperti dalam gambar, debu terus berjatuhan sekalipun tidak dirasakan langsung tetapi bisa dilihat debu di kendaraan yang terparkir atau di pantai rumah, jelas ini mengancam kesehatan anak-anak dan warga di sekitar gedung. tolong dinas terkait hal ini agar lebih memperhatikan masalah serius ini.",Pencemaran Lingkungan ,5,proyek sembrono bangun gedung jaring kam pada bawah mukim warga ruang publik buka ramah anak rptra gambar debu jatuh rasa langsung debu kendara parkir pantai rumah ancam sehat anak anak warga gedung tolong dinas kait perhati serius,"['bakar', 'warga', 'sampah', 'ganggu', 'tindak']"
jalan rusak berlubang. tolong di aspal total. jangan jalan thamrin sudirman melulu yg diaspal,Jalan,1,jalan rusak lubang tolong aspal total jalan thamrin sudirman melulu aspal,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"arus lalin tersendat hingga lampu merah akibat bahu jalan dibuat lahan parkir. ada pelanggaran segera tindak lanjuti masalah, 86",Arus Lalu Lintas,7,arus lalin sendat lampu merah akibat bahu jalan lahan parkir langgar tindak lanjut,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
"laporan berulang bukti 487-3 20250520 7:22 12:35 17:18 melanggar perda jakarta 5/2014 ps 140 & disertai uu 31/2014 & jl rawamangun muka golf no.7 rt 11/14 , jaktim 13220 pelapor menolak negosiasi mobil tanpa garasi karena bertentangan perda no5/2014 pasal 140. periksa lurah kurniawan sesuai perda 5/2014 ps 140 butir 3, cabut stnk dan tnkb ; menyimpan kendaraan di jalan bebas pajak perda dkj no 1/2024 pergub 124/2024 utk rumah kantor ; facebook page: threads:",Pajak Bumi dan Bangunan (PBB)/BPHTB,9,lapor ulang bukti langgar perda jakarta ps serta uu jalan rawamangun muka golf nomor jaktim lapor tolak negosiasi mobil garasi tentang perda nomor pasal periksa lurah kurniawan sesuai perda ps butir cabut stnk tnkb simpan kendara jalan bebas pajak perda dkj nomor pergub rumah kantor facebook page threads,"['perda', 'nomor', 'ps', 'rawamangun', 'golf']"
"banner2 sumbangan komersil liar tanpa ijin dipasang memenuhi trotoar diikat ke tiang2 listrik, tiang pju, tiang lampu pengatur lalu lintas di atas trotoar di pinggir jalan umum. pernah dilaporkan sebelumnya tetapi karena tidak kunjung ditertibkan, banner liar baru dipasang di sebelahnya. banner2 seperti ini biasanya menjamur saat menjelang hari raya atau dengan alasan berbagai macam wakaf atau jika ada musibah (saat ini banjir) atau konflik negara lain yg bisa mereka kaitkan dengan agama. hasil dari sumbangan liar ini jg biasanya hanya kurang dari 10% yg benar2 disumbang dan biasanya sengaja untuk dipublikasikan. 90%+ biasanya digunakan untuk menumpuk kekayaan pribadi atau menambah aset perusahaan. biasanya mereka rela untuk mencetak jutaan banner liar seharga miliaran untuk disebar di seluruh titik kota dan ini semua tanpa ijin atau liar. ini adalah murni bisnis tanpa pajak yg dilakukan oleh orang2 yg tidak bertanggung jawab. tolong ditertibkan sesuai peraturan yg berlaku.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",43,banner sumbang komersil liar ijin pasang penuh trotoar ikat tiang listrik tiang terang jalan umum tiang lampu atur lintas trotoar pinggir jalan lapor kunjung tertib banner liar pasang belah banner jamur jelang raya alas wakaf musibah banjir konflik negara kait agama hasil sumbang liar jg sumbang sengaja publikasi tumpuk kaya pribadi tambah aset usaha rela cetak juta banner liar harga miliar sebar titik kota ijin liar murni bisnis pajak orang tanggung tolong tertib sesuai atur laku,"['sumbang', 'banner', 'liar', 'ijin', 'miliar']"
selamat malam kak izin menyampaikan komplain terkait pohon yang ada di sebelah bank bca cabang keamanan dan disebelah cafe my steak. pohon sudah mulai tumbuh sangat tinggi dan daun nya pun masuk ke pembuangan air di cafe my steak yg mengakibatkan kebocoran dan juga daun2 dari pohon itu menghimpit kabel2 listrik di tiang listrik tsb. izin untuk di pangkas atau di tebang kak karena mengingat cuaca sdh mulai hujan lebat dan angin sangat besar untuk menghindari tumbang nya pohon tsb dan demi keamanan kabel listrik yg berdempetan dgn pohon tsb. terimakasih sebelumnya dan sesudah nya kak. terimakasih kak butuh segera ditindaklanjuti karena demi keamanan bersama karena sdh musim hujan yang lebat dan angin yg keras,Pohon,6,selamat malam kak izin komplain kait pohon belah bank bca cabang aman belah cafe my steak pohon tumbuh daun masuk buang air cafe my steak akibat bocor daun pohon menghimpit kabel listrik tiang listrik izin pangkas tebang kak cuaca hujan lebat angin hindar tumbang pohon aman kabel listrik dempet pohon terimakasih kak terimakasih kak butuh ditindaklanjuti aman musim hujan lebat angin keras,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
"lebih banyak rakyat korup coyyy wkwkwk. bismillah ganti rakyat kendaraan bermotor yang parkir di trotoar melanggar beberapa aturan dalam hukum lalu lintas di indonesia, khususnya terkait penggunaan fasilitas publik yang diperuntukkan bagi pejalan kaki. berikut adalah hukum-hukum yang dilanggar: 1. pasal 45 ayat 1 undang-undang nomor 22 tahun 2009 tentang lalu lintas dan angkutan jalan (uu llaj), yang menyatakan bahwa trotoar diperuntukkan untuk pejalan kaki. kendaraan bermotor yang parkir di trotoar melanggar peruntukan trotoar dan mengganggu hak pejalan kaki. 2. pasal 275 ayat 1 uu llaj, yang melarang menempatkan benda-benda di jalan yang bisa menghalangi lalu lintas atau mengurangi fungsi jalan, termasuk trotoar. kendaraan yang parkir di trotoar termasuk dalam tindakan yang dapat dikenai sanksi. pelanggaran ini dapat dikenai sanksi pidana berupa kurungan paling lama 1 tahun atau denda paling banyak rp24 juta. 3. peraturan daerah (perda): banyak kota di indonesia juga memiliki peraturan daerah yang melarang parkir kendaraan di trotoar. misalnya, peraturan daerah dki jakarta nomor 8 tahun 2007 tentang ketertiban umum, pasal 25 ayat 1, yang melarang parkir atau menempatkan kendaraan di trotoar karena mengganggu fungsi trotoar untuk pejalan kaki. 4. pasal 287 ayat 1 uu llaj, yang mengatur sanksi bagi pelanggaran rambu-rambu atau marka jalan, termasuk rambu larangan parkir. jika ada rambu yang melarang parkir di area tersebut, kendaraan yang parkir di trotoar melanggar aturan ini dan dapat dikenakan denda atau sanksi sesuai ketentuan. secara umum, tindakan parkir di trotoar dapat dikenakan sanksi berupa denda, penggembokan kendaraan, atau bahkan pemindahan kendaraan oleh otoritas setempat.",Trotoar,34,rakyat korup coy wkwkwk bismillah ganti rakyat kendara motor parkir trotoar langgar atur hukum lintas indonesia kait guna fasilitas publik untuk pejal kaki hukum hukum langgar pasal ayat undang undang nomor lintas angkut jalan uu llaj trotoar untuk pejal kaki kendara motor parkir trotoar langgar untuk trotoar ganggu hak pejal kaki pasal ayat uu llaj larang tempat benda benda jalan halang lintas kurang fungsi jalan trotoar kendara parkir trotoar tindak kena sanksi langgar kena sanksi pidana kurung denda rp juta atur daerah perda kota indonesia milik atur daerah larang parkir kendara trotoar atur daerah dki jakarta nomor tertib pasal ayat larang parkir tempat kendara trotoar ganggu fungsi trotoar pejal kaki pasal ayat uu llaj atur sanksi langgar rambu rambu marka jalan rambu larang parkir rambu larang parkir area kendara parkir trotoar langgar atur kena denda sanksi sesuai tentu tindak parkir trotoar kena sanksi denda gembok kendara pindah kendara otoritas,"['trotoar', 'pasal', 'kendara', 'atur', 'llaj']"
lampu taman mati sudah lama tidak diperbaiki. mohon diganti karena gelap kalau malam. banyak yang nongkrongsegera tindak lanjuti masalah...,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,lampu taman mati baik mohon ganti gelap malam nongkrongsegera tindak lanjut,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
