content,category,cluster
"segera tindak lanjuti masalah jalan atau tutup saluran turun membahayakan pengguna jalan , agar bisa diperbaiki.tks",Jalan,1
masih banyak pkl pkl yang berjualan. jika satpol pp kelurahan bersih sudah pasti beres urusan remeh begini hingga puluhan laporan,PKL Liar,10
spanduk liar spanduk liar manusia sampah narcissistic personality disorder di traffic light,Reklame/Spanduk ,36
taksi online mangkal liar di depan rumah tunggu orderan sekitar,Perizinan ,25
"selamat siang yth dishub, izin klarifikasi, foto ini saya ambil pada rabu sore minggu lalu, tetapi niat saya untuk antisipasi kemacetan di cuti bersama selasa, 13 mei 2025 karena tidak semua sektor libur dan sebagian aktivitas masih berjalan besok. oleh karena itu, segera tindak lanjuti masalah kemacetan yang kemungkinan akan terjadi besok di jl. prof. dr. soepomo - jl. pasar minggu (traffic light pancoran southbound) jam-jam yang disesuaikan pelapor karena saya sering lewat simpang ini: 09:30 - 10:00 16:00 - 17:20 demikian, terima kasih & semoga dikerjakan sesuai permintaan pelapor",Arus Lalu Lintas,7
dan lucunya parkir inap sepanjang jalan di depan kantor pemerintah entah kecamatan/kelurahan,Parkir Liar,10
contoh ya sangat baik parkir inap dijalan ada pelanggaran,Parkir Liar,18
"lantai besi jpo bolong, mohon tl untuk perbaikan segera tindak lanjuti masalah",Jembatan/JPO/Halte,1
"beginilah akibatnya kalau headway armada s61 lebih dari 15 menit: penuh penumpang, armada sesak. tolong pastikan kurang dari 15 menit armada s61 ada di halte-halte yang dilewatinya",Transportasi Publik,17
dishub segera cat zebra cross ud pudar tidak terlihat banyak korban jiwa,Jalan,39
"hydran rusak, ada bagian yang dicuri dan saluran airnya tidak berfungsi karena tersumbat akar pohon",Pohon,3
mohon bantuan damkar untuk membersikan lumpur pasca banjir. terimakasih,Jalan,3
"seharusnya sampah hari ini libur krna ada yg taro gerobak kosong, akhirnya dari mana mana ada yg buang sembarangan, padahal libur hari ini ada pelanggaran segera tindak lanjuti masalah",Sampah ,3
"spanduk liar spanduk dan baliho liar poli-tikus sampah di traffic light sampah peradaban, sampah visual",Reklame/Spanduk ,36
depan rumah jadi pangkalan tunggu orderan,Perizinan ,25
butuh segera ditindaklanjuti karena saluran air tersumbat mengakibatkan air tumpah ke jalan ketika hujan,Sampah ,3
"lampu jalan mati, sempat hidup 2 hari dan mati lagi sementara lampu lainnya dijalan tersebut menyala semua mohon untuk ditindak lanjuti terima kasih",Jalan,11
"sangat parah banget parkir di jalur ini.. kok bisa ya mobil terparkir seperti ini setiap hari dari bahu jalan sampai trotoar pun jadi tempat parkir di sini, dan tidak ada petugas yang menertibkan? apa petugas hanya bekerja menunggu laporan crm?",Parkir Liar,10
"ada pelanggaran segera tindak lanjuti masalah masalah ini terjadi saat trotoar berubah fungsi,pak lurah pak camat pembiaran,500th kota jakarta",Jalan,20
"segera tindak lanjuti masalah sering banget parkir liar sepanjang jalan ini tolong petugas sering"" chek ke lokasi setiap pagi siang,sore depan pasar pulo gadung menggangu kenyamanan jalan",Parkir Liar,10
penumpangnya belanja di parkir di depan rumah,Perizinan ,25
lampu pada parkiran dekat masjid mati jadi sangat gelap dan penglihatan. segera tindak lanjuti masalah ini,Jalan,11
"sampah di sal air, selain itu sal air pekat ceceran lainnya",Sampah ,14
"kita sambil puasa sambil panas2an buat ambil foto ke tkp loh mas. kenapa saya pakai foto tgl 2 maret ? karena laporan saya tidak sampean tl dengan alasan laporan berulang, lah mas sampean tl tgl 1 di pagi hari pada jam puasa, saya foto kondisi lapangan tgl 2 pada jam menjelang jam buka puasa biar sampean tau kondisi tkp penuh parkir liar, ditaruh bangku, ditaruh kelapa pada jam menjelang buka puasa. itu time stamp jelas loh mas. sengaja ya mas datangnya jam puasa biar ga ada yg parkir liar karena ga ada yg makan / jajan ke warung",Keluhan Pelayanan ,10
kelurahan tanjung duren utara kerjanya ga beres. laporan selalu ditolak dengan alasan laporan berulang padahal laporan berulang karena petugas tanjung duren utara kerjanya ga becus. uda setahun nih. gpp sih mas kalau masih mau lanjut kerja tipu2 dan asal2an dosanya silahkan di tanggung sendiri. ingat lg bulan suci ramadhan dan allah ga buta,Keluhan Pelayanan ,10
jln sisa proyek yg semakin dlm hrs segera di cor sebelum banyak pengguna motor yg jatuh ...terima kasih,Jalan,1
bis panjang jalan danau sunter utara hampir di setiap putaran dan persimpangan jalan terdapat banyak sekali pak ogah itu mengganggu para pengguna jalan membahayakan pengguna jalan juga membahayakan keselamatan pak ogah itu sendiri mohon segera ditertibkan,Gangguan dan Kebisingan  ,7
"tolong tegur manajer dan petugas pool yang tidak koordinasi dengan pramudi 6h padahal antrean 6h cukup banyak. dan tolong pastikan headway 6h dari lb bulus dst tidak lebih dari 10 menit!!!!!!!!!! 2 menit lalu sebelum laporan ini diambil, ada armada 6h yang turunkan penumpang di halte lb bulus. padahal penumpang yang menunggu 6h ke arah senen lumayan banyak, tapi tidak dijemput karena manajer dan petugas pool diam saja, tidak berkoordinasi dengan pramudi dan akhirnya penumpang harus tunggu 6h lagi yang tidak tahu kapan dayangnya",Transportasi Publik,17
lakukan pengaspalan. seluruh aspal mengelupas dan berlubang. tolong binamarga jakut jangan korupsi anggaran terus. pastikan zero hole salam dprd dki,Jalan,1
"rambu lalu lintas simpang pertigaan sudah usang, tolong secepatnya diganti karena saya pernah lapor 5 bulan yang lalu.",Perlengkapan Lalu Lintas,4
"ini garis emang boleh dilewatin mobil?? setau saya ini pelanggaran, karna harusnya hanya 2 baris tp ini 3 baris menginjak garis? tolong dishub dan polantas tegas ya. kejadian setiap hari. nilang jangan mood2an",Arus Lalu Lintas,10
"mohon dilakukan pengerukan lumpur sebagai tindak lanjut jgn cuman di tutup pas banjir udah surut, masalah diselesaikan sampai akarnya agar tdk terjadi genangan di kemudian hari",Penanganan Banjir,3
"jalan pas belokan rusak, minta tolong di aspal kembali agar mulus",Jalan,1
"kaca cembung rusak, mohon tl untuk perbaikan segera tindak lanjuti masalah",Jalan,4
"persimpangan ini tiap hari kacau,tdk ada satupun petugas yg mengarur ,adanya pak ogah yg atur..mana polantasnya.kerja dong dishub.polantas",Arus Lalu Lintas,7
"sejam yg lalu restoran ada keramaian berantri antri tolong didatangi satpol soal ganggu ketertiban haknya pejalan kaki terganggu saat regularitas antri di jam 16-17 sore dll. kenapa antri enggak pakai tali,bikin macet panjang dari jln bangunan barat ke jln hajiten. resiko iklan berlanjut ke papan reklame jika gak tuntas kena teguran peringatan dgn nama terlapor yersrbut",Jalan,26
"ih ya ampun enak banget bisa ngobrol di tengah trotoar gini. tinggal tambahin meja, kasih catur, rokok, kopi, jadi deh ruang tamu dengan konsep open space. ikea juga sungkem liatnya. pejalan kaki mah gapapa yah, ngalah aja, kelindes gapapa, yang penting mah parkir liar aman, juru parkir bisa nyaman ngobrol. nyawa pejalan kaki tidak ada nilainya di tanjung duren. maju terus parkir liar jakarta, makin dilaporin, makin menyalaaaa! 🔥🔥🔥🔥🔥",Parkir Liar,10
lampu jalan mati sudah 1 minggu. belum ada perbaikan. kapan diperbaiki sudah gelap disini dan rawan,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
"tangga jpo bandengan jebol membahayakan pengguna jpo karena dibawahnya ada foto, mohon segera ditindak lanjuti","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",17
"kepada yth, kepala dinas marga jakarta selatan mohon kira di bntu penerangan jalan umum (pju)mati sudo kira di bntu untk di perbaiki, lokasi di jalan yado 2 samping grand luky rt 005 rw 04 kel gandut 12140 terima kasih atas kerjasamya.",Jaringan Listrik ,6
"cat zebra cross/lokasi penyeberangan jalan sudah memudar, membahayakan pejalan kaki yang hendak menyebrang. laporan ini sudah pernah saya laporkan tahun 2024, tetapi karena alasan anggaran sudah tutup, makan dialihkan ke lurah setempat, tetapi sampai sekarang blm juga ada tindakan. mohon tinjutnya pak segera tindak lanjuti masalah butuh segera ditindaklanjuti karena",Jalan,0
lampu pasum listrik pln mati segera tindak lanjuti masalah,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
"aloha mohon sampah berceceran, belum jika ada di lokasi yang lain.",Sampah ,14
"untuk pemerintah dki jakarta saya memohon untuk tindak lanjutnya terkait perihal banjir di daerah saya pasar minggu, pejaten timur, karena sudah terlihat tidak bisa menampung lagi dan ketika hanya gerimis saja sudah meluap tan terlihat tidak bisa menampung lagi mohon untuk pertimbangan tindakan nya bapak/ibu untuk membantu kami (warga) menanggulangi masalah banjir kan capek kalau misalnya kita harus bersih-bersih setelah reda trus hujan dan banjir lagi kita harus evakuasi. kita capek pak tolong pertimbangan nya",Penanganan Banjir,3
"lampu jalan sepanjang gang langgar dan kampung sawah mati, lingkungan gelap. mengingat situasi masih rawan banjir, tolong segera diperbaiki","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
butuh segera ditindaklanjuti karena ini jalan umum. lampu jalan sepanjang jalan budi raya kemanggisan mati. ini sudah pukul 20.47. posisi hujan gelap kasian pengendara dan pengguna jalan,Jalan,11
tolong bisa dipotong/dipangkas dahan pohon dan dedaunan yang menutupi lampu merah karena kalo udah merah jadi gak keliatan sama pengendara apalagi dari jauh. berbahaya sekali padahal lalu lintas rame dan orang yg menyebrang ke stasiun juga banyak,Pohon,11
masih sampah dengan patokan patokan atau petunjuk ada di gambar,Sampah ,14
railing jembatan copot. mohon dilakukan perbaikan/pergantian. potensi bahaya keselamatan pengguna jalan,Jalan,1
banjir tinggi akibat saluran air warga terganggu akibat pembangunan proyek perumahan pacific garden puri. mhn atensi nya pak walikota jakarta barat dan jajaran terimakasih,Penanganan Banjir,8
moho. ada rulisan dipasang / dibuat besar besar dilaminating karna sudha lama gak sadar² bunyinya dilarang parkir gang sempit ini atau dipentilin,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",26
"selamat sore yth pak/bu dishub! untuk mencegah kemacetan seperti yang terjadi pada hari selasa, 4 maret 2025 jam 16:00 sesuai foto saya, segera tindak lanjuti masalah kemacetan di jl. prof. dr. soepomo (tebet) traffic light pancoran southbound menuju pasar minggu dengan jam yang saya tentukan dan mohon datang tepat waktu: 15:50 - 17:35 18:35 - 19:00 demikian, terima kasih! semoga kemacetan dapat terurai dengan baik!🙏",Arus Lalu Lintas,7
"tolong dong dengan sangat ini jak 108 terakhir dr bambu apus jam 9.30? terus kok di jam 9.55 udah ga ada angkotnya lagi. seenggaknya orang yg pulang kerja jam 9 di rumah sakit baru sampe di rute buat jak108 gabisa dimanfaatkan dengan baik mending tutup aja sekalian jam 9. masa kalah ama yg rute dr kp rambutan jam 10. gubernur bilang auo naik angkot, tapi mana angkotnya jam 10 kurang udah abis. ditunggu setengah jam de 21.55 ga ada sampe 22.20",Transportasi Publik,17
selamat sore pohon sudah ke tinggian mohon di tl takut roboh butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karenapohon ketinggi an butuh segera ditindaklanjuti karena,Pohon,6
"terdapat parkir liar mengahalngi 1 jalur jalan umum, menyebabkan kemacetan panjang",Parkir Liar,10
banjir tolong percepat surutnya besok ada kegiatan,Penanganan Banjir,3
"gerobak sampah menumpuk dan sampah numpuk karena armada truk tidak ada yang datang, dengan alasan armada pada rusak, tolong lebih serius pejabat terkait dalam menangani masalah ini butuh segera ditindaklanjuti",Sampah ,10
lift fasosfasum jpo mati sudah berbulan bulan belum ditindaklanjuti merugikan masyarakat,Jalan,17
"butuh segera ditindaklanjuti pak, mati lampu sudah lebih dari 3 jam",Jaringan Listrik ,11
pohon mangga sudah terlalu tinggi dan ada kebel listrik berseliweran di bagian bawah pohonnya. mohon dibantu untuk ditindak lanjuti karena ada potensi membahayakan patah bagian atas atau kabel listrik bisa terganggu. terima kasih atas perhatian dan kerjasamanya.,Pohon,6
"ada pelanggaran parkir liar dan jualan kaki lima di pinggir jalan. tolong jangan cuma foto doang, diangkut juga. bukannya sop harus di bongkar ya.",PKL Liar,10
"sampah ceceran sisa bakar karna gak ada yg rajin buang. ceveran ada karna dekat tempat penampungan pemilahan dekat mobil box,dekat plank nama jalan duri pulo a ii",Sampah ,14
mohon sampah berceceran jika hujan maka sampah bisa mengalir kemana mana. dekat bak penampungan. mohon yg terjotka hijau ada empak kotak dapat diangkut thanks,Sampah ,14
spanduk komersil liar dipasang di tiang pju penerangan jalan umum di atas trotoar di pinggir jalan umum.,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30
mangkal liar di depan rumah samping,Perizinan ,25
segera tindak lanjuti masalah parkir liar & antrian pembeli sampai menutup badan jalan yang membahayakan dan menyebabkan kemacetan lalu lintas mohon untuk tolong di tertibkan,Parkir Liar,10
"segera tindak lanjuti masalah parkir liar disini, lembek amat ya. diangkut aja sekalian itu yang tukang parkirnya juga. apa jangan2 ga berani di angkut? lapor ke polda jakarta barat juga nih",Parkir Liar,10
totem bus stop sudah tidak jelas dan tidak ada keterangan tempat menunggu jurusan bus di mana saja.,Transportasi Publik,17
pohon besar di sepanjang jalan ini menutupi lampu pju di tengah jalan. segera lakukan pemangkasan,Pohon,6
lampu merah mati total dan tolong segera diperbaiki karena dapat menyebabkan kecelakaan lalu lintas,Keluhan Pelayanan ,11
ini saya foto pd jam 01.30 dan pd tanggal 13 april 2025 pd hr minggu .. mereka yg nongkrong di taman sambil minum-minum alkohol dan banyak sekali yg menggunakan knalpot brong yg mengganggu tidur jika ingin patroli datang di jam 12 malam karena mereka datang di jam segitu tolong klo bisa ini taman di portal # ada pelanggaran # segera tindak lanjuti masalah,Taman ,5
"banjir, sudah lebih dari 5x seperti ini di tahun ini, jangan cuma datang di pagi hari ketika sudah surut tapi tidak ada langkah konkrit untuk antisipasi",Penanganan Banjir,3
pampubialan jalan tunjung dan jalan kosambi depan rumah jalan kosambi no.1. hampir putus. mohon diganti lampu jalan pak. thank you segera tindak lanjuti masalah,Jaringan Listrik ,11
ada pelanggaran parkir liar trotoar berubah fungsi,Parkir Liar,20
"permasalahan: lampu pju di halaman masjid baiturrahman mati, segera perbaiki soalnya halaman masjid jadi gelap",Jaringan Listrik ,11
lampu di halte plaza sentral mati. segera tindak lanjuti masalah...,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
"tolong untuk sudin pariwisata kreatif saya minta tunjukkan sertifikat dari terapis ,ini aja sudah melanggar jumlah terapis ada 21 tapi di laporan yg memiliki sertifikat 12 dan di pasang foto terapisnya berpakaian seksi tolong di tunjukkan kalau ada sertifikat terapisnya jangan hanya tulis saya perlu bukti bukan tulisan terkesan menutupi kegiatan maseege ini.",Keluhan Pelayanan ,13
lampu pju mati sehingga jalan menjadi gelap . mohon ditindaklanjuti agar menyala kembali. terima kasih,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
"lampu jalan di depan rumah di blok b 17 no 4 sudah berwarna kuning, tidak terang berwarna putih seperti semula.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",7
lampu jalan yang berada di pertigaan jl fajar baru rt.14 rw.05 cengtim ( depan halaman mesjid ) juga dalam keadaan mati. mohon untuk di tl. terimakasih,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
spanduk liar spanduk liar expired poli-tikus sampah di pagar median jalan,Reklame/Spanduk ,36
lampu penerangan jalan umum mati total sudah 1 mingguan,Jaringan Listrik ,11
lampu penerangan jalan umum padam. mohon diperbaiki.,Jaringan Listrik ,11
blokiran pagar rumah parkir liar yg belanja di nonstop 24 jam,Perizinan ,25
"sudah sering di laporkan. pelanggar kebal hukum sepertinya, atau anda kerja ga bener. karaoke dengan pengeras suara malam2. ini hampir jam 12 malam. yg bener dong di tindak. ini sudah lebih dari 12x saya lapor. dijaga yg bener. urusin masalah 1 ini aja udah bertahun2 ga kelar2! larang pengeras suara. gitu aja masa gak bisa?",Gangguan dan Kebisingan  ,5
tolong dipasangkan lampu jalan di sini karna sampai saat ini penerangan jalan hanya mengandalkan penerangan dari lampu rumah warga.,Jalan,11
jalan berlubang tolong diperbaiki yang halus dan mulus (agar tidak membahayakan dan merusak kaki-kaki) terimakasih.,Jalan,1
jalanan di bawah stasiun blok m bca gelap dan rawan kecelakaan. mohon untuk segera ditindak lanjuti masalah penerangan jalan karena untuk kepentingan bersama,Jalan,11
ada pelanggaran taman berubah fungsi ratusan motor,Parkir Liar,20
"parkir liar masih merajalela, sore sampe malem dpt duit hasil malakin pengunjung tertibin dong!!!!!",Parkir Liar,5
lampu penerangan jalan umum padam. tolong segera di perbaiki.,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
pohon mau tumbang there is a violation follow up on this issue this issue occurred when needs urgent action because,Pohon,19
"banyak sekali trotoar dengan guiding block yang rusak. sehingga menyulitkan pengguna jalan trotoar, terlebih pengguna yang tunantra. mohon segera tindak lanjuti masalah ini. terima kasih",Trotoar,1
spanduk liar spanduk liar poli-tikus sampah di jpo musim kampanye pun jpo dilarang dipasang apk puasa-puasa liat poli-tikus palkon gas 3 kilo bikin mules,Reklame/Spanduk ,36
"mobil berjualan diatas trotoar & motor2 juga parkir ditrotoar, ini sdh menyalah gunakan hak pejalan kaki & melanggar hukum parkir ditrotoar, sdh beberapa kali dilaporkan di jaki tapi gak dihiraukan mohon ada teguran keras dr pihak terkait semoga lebih tegas menegakan hukum yg berlaku & semoga dengan bpk yg baru bisa memperhatikan kenyamanan pejalan kaki. mohon ditindak jam 20.00 keatas krn biasanya setelah di tl sore malamnya mobil parkir kembali diatas trotoar begitu jg motor2 & mobil2 yg parkir diatas trotoar. ada pelanggaran segera tindak lanjuti masalah",Arus Lalu Lintas,10
spanduk liar spanduk liar expired poli-tikus sampah di jpo musim kampanye pun jpo dilarang dipasang apk petugas berliterasi rendah,Reklame/Spanduk ,36
"sampah yang menumpuk pasca banjir yang belum terangkut untuk dibersihkan. segera tindak lanjuti masalah, terimakasih",Sampah ,3
"butuh segera ditindaklanjuti karena lampu penerangan jalan umum di depan sdn gunung 01 dalam kondisi mati dapat menimbulkan kecelakaan jalan jadi gelap, lampu pju terhalang oleh pohon",Pohon,11
pkl liar bikin macet jam 6 pagi sudah parah tolong di tertibkan terima kasih kepada aparat terkait,PKL Liar,22
"mengupdate laporan jk2501100160 jk2410010089 jk2408160115 jk2503040356 dan laporan2 sebelumnya, spanduk komersil sumbangan liar tanpa ijin kembali dipasang di fasos/fasum di atas trotoar di pinggir jalan umum. sudah berkali2 ditindak lanjuti tetapi terus dilanggar dan dipasang kembali. tolong spanduk sumbangan liar tanpa ijin ditertibkan sesuai peraturan yg berlaku.",Sampah ,30
"permasalahan: peternakan kambing yg menjadi pemandangan sehari2 di tpu menteng pulo 2. sudin sdh diberi laporan hanya bisa memberi teguran yg katanya kpd pemilik kambing. betul atau tidak?. tidak ada yg tahu, buktinya stp hari bisa dilihat kambing menginjak2 makam dan memakan bunga2 makam. susah amat ngasih sanksi yg atau petugas kongkalingkong dg pemilik kambing. sulit sekali utk menertibkan disiplin kalo makam itu bukan tempat peternakan kambing!!!!",TPU (Tempat Pemakaman Umum),5
"hindari jalan ini. pemda nya juga ga bantu ngatur jalanan, negur pemrakarsa proyek juga ga bisa bikin pam jaya nugasin orang untuk jaga jalan. gila tiap hari stuck di sini.",Keluhan Galian/Sisa Proyek,7
tolong di make sure dibersihkan saluran air dr sampah kalau gamau banjir !!! tolong tegor j & t itu sampah pegawainya semua !! kalau begini terus bisa banjir,Penanganan Banjir,3
"permasalahan: jalanan rusak dan lubang dalam, segera perbaiki ya dbm",Jalan,1
"lampu pju mati, bikin jalanan makin bahaya, segera perbaiki ya dbm",Jalan,1
permasalahan: belum juga nih solusinya diberikan? ga ada perubahan sudah berminggu2,Arus Lalu Lintas,7
"lampu lalu lintas di jalan keluar tol tmii/dari arah jasa marga, mati",Perlengkapan Lalu Lintas,11
kepada yth dinkes jakbar dan kelurahan joglo rt dan rw setempat. tolong tindak tegas toko obat keras tersebut. karna himbauan lisan dan tertulis. tidak di gubris. apakah toko tersebut kebal akan hukum!!??? tutup permanen toko tersebut. butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena,Lembaga/Organisasi Kemasyarakatan ,46
"jalan berlubang, tolong untuk segera di aspal ulang yang halus dan mulus seperti di jalan sudirman - thamrin. (agar tidak terjadi kecelakaan dan merusak kaki-kaki) terimakasih.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",1
"coretan dan rumput liar sekitaran citra garden puri, minta tolong dibersihkan. terima kasih.",Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),3
"butuh segera ditindaklanjuti karena membahayakan pemasangan polisi tidur dengan baut tinggi yang tidak dipotong , sehingga menyebabkan ban bocor saat melintasi polisi tidur. terima kasih",Jalan,7
"ass wr wb mohon bantuan perbaikan lampu pju yg padam diseputaran komplek timah cilandak sudah ada warga yg melapor, tapi masih belum teratasi. terima kasih wass wr wb pengurus rt 009/04",Jaringan Listrik ,6
masalah ini terjadi saat masih tidak ada perubahan kembalikan trotoar ke fungsinya,PKL Liar,20
petunjuk tunggu bis / jaklingko ketutup vandalisme depan showroom toyota halte transjakarta damai,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",3
"permasalahan: kabel menjuntai di dekat kanopi rumah. mohon dapat dirapihkan, dan segara ditindaklanjuti juga untuk kabel di sekitarannya. terima kasih.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",6
terdapat pengaspalan ulang terhadap jalan di rt 12 rw 08 rawasari. mohon dapat dipertimbangkan juga tingkat kerataannya terhadap penutup saluran air. akan membahayakan pengguna jalan jika jalan tidak rata dengan penutup saluran air.,Jalan,1
needs urgent action because sdh 60 hari gk diti dak,Parkir Liar,19
belum ada solusinya kah untuk kemacetan ini? masa salah satu jalur utama tapi dibiarkan saja dan lamban diberikan solusinya,Arus Lalu Lintas,7
"mohon untuk dibersihkan secara rutin, dikarenakan area tersebut kotor. terima kasih atas perhatian dan kerjasamanya",Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),3
"sudah lebih dari 2 minggu aktivitas penebangan pohon sepanjang jalan bungur namun sampah tebangan kian lama menumpuk ditrotoar penyebrangan membuat pejalan kaki sulit menyebrang bahkan cenderung membahayakan (kesandung, kebaret, terluka) mohon segera diangkut. follow up on this issue.",Pohon,1
parkir liar yg belanja di blokir depan rumah yg jaga toko tdk atur parkiran depan yg kosong,Perizinan ,25
butuh segera ditindaklanjuti karena jalanan amblas dikhawatirkan di musim hujan dapat menyebabkan longsor dan mengakibatkan banjir di 3 rt yaitu rt 01 dan rt 02 serta membahayakan pengguna jalan khususnya kendaraan roda empat,Jalan,3
jalan amblas 30 cm sudah 3 minggu lebih kok dibiarkan saja ya sudin binamsrga jakut,Jalan,11
"lapor pak gub dki jakarta pramono anung, reklame puri indah elevate your business! berdiri dilahan aset milik pemda dki jakarta yang peruntukan nya sebagai taman, dengan luas lahan aset pemda 821 m². mohon petugas upprd kembangan dan kasatpol pp wali kota jakarta barat agar menindak reklame tersebut jika benar tidak ada izin atau tidak membayar retribusi.",Reklame/Spanduk ,8
"selamat pagi. mohon ijin melaporkan lampu jalan mati, lokasi di jl nurul amal samping mesjid nurul amal rt.14 rw.05 cengkareng timur jakbar. mohon untuk di tl. terimakasih","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
laporan ke 34 parkir liar di belakang roxy square masih ada aja. angkut jaring boss angkut jaring boss angkut jaring boss angkut jaring boss angkut jaring boss angkut jaring boss angkut jaring boss angkut jaring boss angkut jaring boss angkut jaring boss,Parkir Liar,22
"pohon sudah kena kabel, takut keakar kalo ada hujan angin, tolong agar segera di pangkas",Pohon,6
"lampu pju di taman wijaya ix mati total, gelap gurita rawan tindakan kriminal dan asusila, segera tindak lanjuti masalah ini",Jaringan Listrik ,11
lampu lalin mati arah ke gunung sahari dari kemenkeu.,Keluhan Pelayanan ,11
"tolong perbaiki sop terkait penaikan penumpang, petugas jika waktu berhenti bus sudah cukup jangan berikan kesempatan penumpang yang masih jauh dengan menahan bus, ini menimbulkan penumpukan bus2 dibelakang nya. infokan penumpang menunggu bus lagi jangan malah menahan bus yg akan melaju",Transportasi Publik,17
"mohon dapat dilakukan toping karena batang dan ranting pohon sudah menjuntai sampai kebawah, khawatir dapat tumbang saat hujan deras dan angin kencang.",Pohon,6
"taruhlah petugas untuk mengatur lalu lintas, laporan dianggap selesai tapi kemacrtan masih tetap berlanjut",Arus Lalu Lintas,10
"butuh segera ditindaklanjuti karena perhentian trayek jaklingko 41 belum ada di titik ini, kiranya ditambahkan titik perhentiannya, krn titik sebelumnya hanya ada di depan gang keluar smpn 36, dirasa cukup jauh bagi pengguna jaklingko yang arah pulangnya ke jl panti asuhan dsk, terutama bagi pengguna aktif jaklingko yang sudah lansia, dan anak sekolah. mohon pertimbangan dan implementasinya hingga berguna bagi masyarakat sekitar. terima kasih team admin jaki kebanggaan masyarakat jakarta raya.",Transportasi Publik,17
"dear jaki, mau lapor sekaligus ngucapin selamat atas prestasi luar biasa dishub dan polisi dikawasan susukan, pasar rebo! terminal resmi kampung rambutan yang mahal mahal dibangun pake duit rakyat ternyata cuma jadi museum kosong kali ya? sementara terminal bayngan di tengah jalan raya malah makin ramai dan sukses bikin macet parah tiap hari. salut! udah jelas jelas sepanjang jalan berjejer plang ""dilarang stop"" gede-gede, lengkap dengan oknum dishub dan polisi ;) , tapi anehnya malah seperti invitation untuk bus, angkot, dan angkot serta mobil box untuk ngetem santai. gila dibawah plang s coret.! saya penasaran, apa petugas memang sengaja pura pura gak bisa baca? atau mungkin matanya sudah ketutupan amplop setoran biar gak lihat pelanggaran ugal2an ini? kalau cuma mau pencitraan diaplikasi jaki, mending gak usah repot2, sudah cukuplah drama pura2 patroli sehari dua hari, terus difoto upload, selesai, terus lanjut lagi terima setoran. kita semua sudah tau skenarionya! tolong ya, pak gubernur pak pramono dan bang sidoel selaku wagub, seriusin dan pantau untuk hal ini! kalau memang bener ada oknum dishub, polisi, dan pegawai dki yang terlibat atau sengaja mebnbiarkan terminal ilegal ini tetap ada, jangan ragu2 pecat mereka semua! bahkan banyak bgt kios yang jual tiket disitu, gatau deh ada izin atau enggak, kalo berani gusur dong ini, root cause nya! buat macet (masa terminal ditengah jalan) warga sudah muak dengan sandiwara kalian. buktikan kalian pejabat serius, bukan sekedar pajangan formalitas. salam hormat sekaligus muak! warga yang bosan lihat kelakuan aparat tiap hari! kalau dengan jaki tidak bisa menyelesaikan ini, nanti kita ( warga akan coba dengan cara viralkan, karena no viral no justice kan?) semoga jika bisa dibersihkan , dapat konsisten setiap hari pagi siang malam ada yang jaga tuh jalan raya , yang bukan terminal itu!",Arus Lalu Lintas,10
"selamat siang kami dari pihak stasiun duren kalibata melaporkan pohon yang berada di area pintu masuk sebelah timur stasiun duren kalibata dengan memasuki musim hujan dan potensi angin, di khawatir kan dahan nya patah menimpa bangunan stasiun, mohon untuk di lakukan penopingan lebih lanjut, atas perhatian nya kami ucapkan terimakasih,",Pohon,6
pohon pohon menjuntai ke jalan menghalangi kendaraan melintas. tolong segera dipangkas,Pohon,16
petugas sudin kemana aja katanya peternakan kambing di tpu menteng pulo 2 udh ditegur buktinya itu di foto msh berkeliaran. duhhhh parahhhh,TPU (Tempat Pemakaman Umum),5
